GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES,,
750,220,1688RTA,01-February-2017,2017,3,Riots/Protests,Protesters (India),AIKS: All India Kisan Sabha,6,,,0,60,India,Rajasthan,Tonk,Tonk,Tonk,26.1663,75.7882,2,The Times of India (TOI),"Since January 16, the All India Kisan Sabha has been holding protests in different parts of the state seeking that the government roll back the hike and offer farmers and other consumers of electricity relief. Large numbers of farmers gathered in Tonk.",0,,
750,11,1689RTA,01-February-2017,2017,1,Strategic development,CPI (Maoist): Communist Party of India (Maoist),,2,,,0,20,India,Bihar,Gaya,Barachatti,Barachatti,24.5052,85.0051,1,Hindustan Times,"Suspected Maoists attacked the camp office of a road construction firm and set on fire two vehicles near Barachatti town in Bihar's Gaya district, about 110 km south of Patna, on Wednesday night.",0,,
750,15,1690RTA,01-February-2017,2017,1,Violence against civilians,CPI (Maoist): Communist Party of India (Maoist),,2,Civilians (India),,7,27,India,Jharkhand,Chatra,,Tandwa,23.8557,85.0290,2,Indian Express,Three personnel of a private company sustained minor injuries when suspected Maoists exploded a crude bomb in the Amrapali Open Cast Project of Central Coalfields Limited (CCL) under Tandwa police station of area Jharkhand's Chatra district. The incident occurred late Wednesday night.,0,,
750,489,1691RTA,02-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Rajasthan,Ajmer,Ajmer,Ajmer,26.4521,74.6386,1,The Times of India (TOI),Medical students of JLN Medical College in Ajmer staged a protest against the National Exit Test (NEXT) on Thursday.,0,,
750,7,1692RTA,02-February-2017,2017,1,Riots/Protests,Protesters (India),Madya Nishedha Andolana Karnataka,6,,,0,60,India,Karnataka,Bangalore Urban,Bengaluru,Bengaluru,12.9719,77.5936,3,Mirror,"An anti-liquor padayatra was organised from Basavakalyana to Bengaluru by the Madya Nishedha Andolana Karnataka, as part of a state-wide agitation.",0,,
750,23,1693RTA,02-February-2017,2017,1,Riots/Protests,Protesters (India),Indian National Congress,6,Police Forces of India,,1,16,India,Madhya Pradesh,Bhopal,Bhopal,Bhopal,23.2546,77.4028,1,Times of India,"Police used water cannons to disperse protesting Congress workers as they marched towards the Char Imli bungalow of Madhya Pradesh home minister Bhupendra Singh in Bhopal. More than a dozen party workers, including the state Youth Congress president Kunal Choudhry were arrested. The protest was organised against the increasing incidents of alleged misbehaviour by BJP leaders.",0,,
750,16,1694RTA,02-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Odisha,Ganjam,Brahmapur,Brahmapur,19.3147,84.7945,1,The Telegraph (India),The Odisha Nursing Employees' Association sat on adharna in front of the hospital superintendent's office today to press for their demands.,0,,
750,18,1695RTA,02-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Nagaland,Dimapur,Dimapur,Dimapur,25.9173,93.7214,1,Assam Tribune (India),"The road to Kohima from Dimapur, National Highway 39, remained blocked from 4th Mile area here since last night with protesters felling trees and placing boulders on it.",0,,
750,19,1696RTA,02-February-2017,2017,1,Riots/Protests,Rioters (India),,5,,,0,50,India,Nagaland,Dimapur,Dimapur,Dimapur,25.9173,93.7214,1,Assam Tribune (India),"In Dimapur, a house on a plot of land at Diphupar here belonging to the Chief Minister, was set afire last night.",0,,
750,82,1697RTA,02-February-2017,2017,1,Riots/Protests,Rioters (India),,5,Rioters (India),,5,55,India,Delhi,New Delhi,New Delhi,Geeta Colony,28.6522,77.2725,1,Hindustan Times,One person was injured and over a dozen parked vehicles damaged when two groups of men clashed with each other during the immersion of a Saraswati idols in the Yamuna in East Delhi's Geeta Colony on Thursday evening.,0,,
750,27,1698RTA,02-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Manipur,Senapati,Heingang,Heingang,24.8372,93.9492,1,Imphal Free Press (India),"Yesterday non-locals students of the IIIT, Manipur protested inside the campus located at Mantripukhri, on the outskirts of Imphal, after the authority failed to supply chapatti to the non-locals.",0,,
750,14,1699RTA,02-February-2017,2017,1,Riots/Protests,Rioters (India),Muslim Group (India),5,Police Forces of India,,1,15,India,Manipur,Imphal East,Imphal,Imphal,24.7908,93.9302,1,Imphal Free Press (India),A clash between the muslims of Kshetrigao Awang Leikai and the state police force took place today.,0,,
750,20,1700RTA,02-February-2017,2017,1,Riots/Protests,Rioters (India),Indian National Congress,5,,,0,50,India,Maharashtra,Mumbai Suburban,Juhu,Juhu,19.1025,72.8242,1,Times of India,"A clash broke out between Congress workers outside a club in Juhu, where Singh Hooda, the former Haryana chief minister, was meeting with senior party leaders. During the clashes, Arif Sayyad, a minority cell leader was beaten up when he said he would support Mumbai Congress chief Sanjay Nirupam.",0,,
750,9,1701RTA,02-February-2017,2017,1,Riots/Protests,Rioters (India),,5,,,0,50,India,Nagaland,Kohima,Kohima,Kohima,25.6576,94.1051,1,Asian News International (ANI); Indian Express; The Telegraph (India),Violence erupted across Nagaland's capital Kohima on Thursday over women reservation in Urban local bodies polls. Thousands of protesters targeted several government offices and even set on fire the municipal office.,0,,
750,23,1702RTA,02-February-2017,2017,1,Riots/Protests,Rioters (India),MPP: Manipur Peoples' Party,5,Police Forces of India,,1,15,India,Manipur,Thoubal,Lourembam,Lourembam,24.6339,94.0910,1,Imphal Free Press (India),"Pre-poll clashes broke out today in Wangkhem and Heirok Assembly constituencies of Thoubal district. A clash reportedly took place at Lourembam village in Heirok constituency, involving workers of Manipur Peoples' Party. Police controlled the people by firing tear gas shells. A woman was injured.",0,,
750,25,1703RTA,02-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Punjab,Bathinda ,Maur,Maur,30.0833,75.2500,1,The Tribune,Residents gathered in large numbers at the place where the bomb blast had taken place on January 31 and blocked the path of the Bathinda SSP Swapan Sharma’s vehicle in Maur Mandi on Thursday to protest against  the lack of medical facilities and fire brigade.,0,,
750,26,1704RTA,02-February-2017,2017,2,Riots/Protests,Rioters (India),SAD: Shiromani Akali Dal,5,Rioters (India),Indian National Congress,5,55,India,Punjab,Tarn Taran,Tarn Taran,Naushehra Pammuan,31.3411,74.9534,1,The Tribune,Akali supporter Tajinder Singh and Congress’ Ranjodh Singh along with their supporters attacked each other over allegations that Akali leaders were luring voters with liquor in Naushera Pannua in Tarn Taran district. Both men were admitted to a local hospital.,0,,
750,81,1705RTA,02-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Delhi,New Delhi,New Delhi,New Delhi,28.6357,77.2244,1,Hindustan Times,"Over 200 students of Jawaharlal Nehru University held a protest near Shastri Bhawan in Central Delhi on Thursday to demand a rollback of the University Grants Commission's May 5, 2016, notification.",0,,
750,16,1706RTA,02-February-2017,2017,2,Riots/Protests,Protesters (India),INTUC: Indian National Trade Union Congress,6,,,0,60,India,Punjab,Kapurthala ,Phagwara ,Phagwara ,31.2245,75.7738,1,The Tribune,"Employees of JCT Mills, belonging to INTUC and led by union president Om Parkash, held a demonstration and raised slogans against the ESI administration in Phagwara for the alleged negligence in work which lead to the death of a labourer of the JCT Mill on Wednesday.",0,,
750,6,1707RTA,02-February-2017,2017,1,Riots/Protests,Protesters (India),Madya Nishedha Andolana Karnataka,6,,,0,60,India,Karnataka,Raichur,Raichur,Raichur,16.2054,77.3556,1,Mirror,"Women in Raichur carried out an anti-liquor protest from Gandhi Circle to the excise department office, asking the department officials to hand over the portrait of Mahatma Gandhi. The protest was organised by the Madya Nishedha Andolana Karnataka.",0,,
750,87,1708RTA,02-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Assam,Cachar,Silchar,Silchar,24.8334,92.7791,1,Assam Tribune (India),Protesting workers called off their protest which they had been staging since January 30 this year on Wednesday after the intervention of the officials of the district administration and ONGC authorities. The contractual workers of ONGC under the banner of Deprived Contractual Workers' Union have set a 15-day timeline for the authorities of ONGC Cachar Forward Base to respond to their demands for regularisation of jobs. [Day 4],0,,
750,5,1709RTA,02-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Kerala,Thiruvananthapuram ,Thiruvananthapuram ,Thiruvananthapuram ,8.4855,76.9492,1,IANS,Female students from the Holy Angels Convent in Thiruvananthapuram took to the streets after learning that there would be a new retail outlet of the state-owned Beverages Corporation (Bevco) near their school. This followed the recent directive of the Supreme Court that there should be no liquor outlets on national and state highways.,0,,
750,22,1710RTA,02-February-2017,2017,1,Riots/Protests,Rioters (India),,5,Police Forces of India,,1,15,India,Manipur,Thoubal,,Thoubal,24.6451,93.9955,2,Imphal Free Press (India),"Pre-poll clashes broke out today in Wangkhem and Heirok Assembly constituencies of Thoubal district. Workers of a candidate of Wangkhem constituency interrupted the flag hoisting function held at the residence of one Congress worker Yumnam Umakanta at Kiyam Siphai, Thoubal. Police brought the situation under control by firing tear gas shells.",0,,
750,43,1711RTA,02-February-2017,2017,1,Riots/Protests,Rioters (India),Indian National Congress,5,Protesters (India),All India Mahila Congress,6,56,India,Manipur,Thoubal,,Thoubal,24.6451,93.9955,2,Imphal Free Press (India),"On February 2, members of Wangkhem Block Mahila Congress Committee were allegedly assaulted by workers of Yumnam Nabachandra of Indian National Congress who is an intending candidate of the coming 2017 assembly election in the 32-Wangkhem assembly constitution.",0,,
750,36,1712RTA,02-February-2017,2017,1,Riots/Protests,Protesters (India),AAP: Aam Aadmi Party,6,,,0,60,India,Punjab,Ajitgarh,Zirakpur,Zirakpur,30.6562,76.8209,1,The Tribune,"Following an attack on AAP workers by SAD supporters on February 2, AAP activists  staged a protest in front of the Zirakpur police station, demanding action against the accused.",0,,
750,31,1713RTA,02-February-2017,2017,1,Strategic development,Unidentified Armed Group (India),,3,Civilians (India),SAD: Shiromani Akali Dal,7,37,India,Punjab,Tarn Taran,Khadur Sahib,Biharipur,31.4058,75.1332,2,The Tribune,"Akali leader Gurwinderpal Singh, former sarpanch of Khadoor Sahib village and former chairman of the Market Committee, was shot at by unidentified persons late on Thursday evening near Beharipur village in Tarn Taran district. He escaped unhurt.",0,,
750,3,1714RTA,02-February-2017,2017,1,Violence against civilians,SAD: Shiromani Akali Dal Militia,,3,Civilians (India),Indian National Congress,7,37,India,Punjab,Tarn Taran,Patti,Boparai ,31.2464,74.7865,1,The Tribune,Akali supporters allegedly attacked and assaulted two Congress workers with sharp-edged weapons at Boparai village in Tarn Taran district on Thursday as the victims had opposed distribution of liquor and cash by SAD leaders at the village. The two victims were admitted to a private hospital.,0,,
750,38,1715RTA,02-February-2017,2017,1,Violence against civilians,CPI (Maoist): Communist Party of India (Maoist),,2,Civilians (India),,7,27,India,Chhattisgarh,Dantewada,Burdikarka,Burdikarka,18.7585,81.4746,1,Indian Express,"A group of Maoists killed a 25-year-old youth who wanted to join the police force, and allegedly thrashed several others at Burdikarka village in Dantewada district, Chhattisgarh, after locals refused to support their activities.",1,,
750,81,1716RTA,02-February-2017,2017,1,Violence against civilians,CPI(M): Communist Party of India (Marxist) Militia,,3,Civilians (India),BJP: Bharatiya Janata Party,7,37,India,Kerala,Kollam,Kadakkal,Kadakkal,8.8333,76.9166,1,Asian News International,"A BJP worker died after he was attacked at a temple near Kadakkal town in Kollam district, Kerala, by 5 CPI(M) cadres. They were later arrested.",1,,
750,26,1717RTA,02-February-2017,2017,1,Violence against civilians,CPI (Maoist): Communist Party of India (Maoist),,2,Civilians (India),,7,27,India,Jharkhand,Chatra,,Kunda,24.2083,84.6469,2,Hindustan Times,CPI (Maoists) gunned down two persons including one former cadre member of rival Tritiya Sammelan Prastuti Committee. The incident took place during a cultural programme under Kunda police station of Chatra district on Thursday night.,2,,
750,28,1718RTA,02-February-2017,2017,1,Violence against civilians,Indian National Congress Militia,,3,Civilians (India),AAP: Aam Aadmi Party,7,37,India,Punjab,Mansa,Mansa,Nangal Kalan,29.9233,75.3942,1,The Tribune,An AAP worker was allegedly attacked and by Congress workers with wooden sticks in Nangal Kalan village of Mansa district on Thursday night following an objection over distribution of liquor in the village. The victim was hospitalised in Mansa Civil Hospital.,0,,
750,30,1719RTA,02-February-2017,2017,1,Violence against civilians,Rioters (India),,5,Civilians (India),,7,57,India,Manipur,Thoubal,,Thoubal,24.6451,93.9955,2,Imphal Free Press (India),"On 2 February, an MLA assaulted a boy, convicting him to be involved in a clash before the election. The incident took place at Tangjeng under Thoubal police station.",0,,
750,35,1720RTA,02-February-2017,2017,1,Violence against civilians,SAD: Shiromani Akali Dal Militia,,3,Civilians (India),AAP: Aam Aadmi Party,7,37,India,Punjab,Ajitgarh,Zirakpur,Zirakpur,30.6562,76.8209,1,The Tribune,SAD workers allegedly attacked AAP workers and their families with swords and rods at Nabha locality of Zirakpur town on February 2. Some of the victims had to be submitted to hospital for treatment.,0,,
750,29,1721RTA,03-February-2017,2017,1,Battle-No change of territory,SAD: Shiromani Akali Dal Militia,,3,Indian National Congress Militia,,3,33,India,Punjab,Sangrur,Khanauri,Khanauri,29.8324,76.1110,1,The Tribune,"SAD and Congress workers, both armed with sharp-edged weapons, clashed in Khanauri village of Sangrur district on Friday. The Congress office and three vehicles were reportedly damaged.",0,,
750,22,1722RTA,03-February-2017,2017,1,Battle-No change of territory,CPI (Maoist): Communist Party of India (Maoist),,2,Police Forces of India,,1,12,India,Chhattisgarh,Rajnandgaon,Bhave,Bhave,21.5238,80.7505,1,Pioneer,"A police constable was killed and another injured in an exchange of fire with naxals near Bhave village, Rajnandgaon district in Chhatisgarh. The maoists escaped into the jungle soon after.",1,,
750,69,1723RTA,03-February-2017,2017,1,Riots/Protests,Rioters (India),,5,Private Security Forces (India),,3,35,India,Gujarat,Ahmedabad,Ahmedabad,Ahmedabad,23.0257,72.5872,1,DNA,"Following the death of a patient, a mob of 45 persons started rioting at the VS Hospital in Paldi late on Friday. The mob not only indulged in vandalism but also reportedly entered into a violent scuffle with the bouncers at the hospital, who were called in to pacify them. One of the bouncers sustained injuries in his arm and had to be admitted. ",0,,
750,24,1724RTA,03-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Odisha,Ganjam,Brahmapur,Brahmapur,19.3147,84.7945,1,The Pioneer (India),"MBBS students of the MKCG Medical College Hospital on Wednesday joined the nationwide stir, called by the Indian Medical Association (IMA), against the Centre's proposal of an exit test (National Exit Test or NEXT) for MBBS graduates to qualify for medical practice. Hundreds of students moved in a rally in the college campus.",0,,
