"country","item","element","Unit","Date","Value"
"Burundi","Bananas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",438985.71
"Burundi","Bananas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",473007.75
"Burundi","Bananas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",590548.3
"Burundi","Bananas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",313000
"Burundi","Bananas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",371000
"Burundi","Bananas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",402000
"Burundi","Bananas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",555400
"Burundi","Bananas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",321900
"Burundi","Bananas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",346200
"Burundi","Bananas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",404850.58
"Burundi","Bananas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",438985.71
"Burundi","Bananas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",473007.75
"Burundi","Bananas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2011",590548.3
"Burundi","Bananas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2012",313000
"Burundi","Bananas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",371000
"Burundi","Bananas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",402000
"Burundi","Bananas","Producer Price (US $/tonne)","US $/tonne","2005",513.508016
"Burundi","Bananas","Producer Price (US $/tonne)","US $/tonne","2006",313.090358
"Burundi","Bananas","Producer Price (US $/tonne)","US $/tonne","2007",320.001573
"Burundi","Bananas","Producer Price (US $/tonne)","US $/tonne","2008",341.447002
"Burundi","Bananas","Producer Price (US $/tonne)","US $/tonne","2009",356.846971
"Burundi","Bananas","Producer Price (US $/tonne)","US $/tonne","2010",384.324802
"Burundi","Bananas","Producer Price (US $/tonne)","US $/tonne","2011",468.3
"Burundi","Bananas","Producer Price (US $/tonne)","US $/tonne","2012",217
"Burundi","Bananas","Producer Price (US $/tonne)","US $/tonne","2013",238.6
"Burundi","Bananas","Producer Price (US $/tonne)","US $/tonne","2014",259.9
"Burundi","Beans, dry","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",531500
"Burundi","Beans, dry","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",590900
"Burundi","Beans, dry","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",869200
"Burundi","Beans, dry","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",1482682.1
"Burundi","Beans, dry","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",1482674.8
"Burundi","Beans, dry","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",669000
"Burundi","Beans, dry","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",471000
"Burundi","Beans, dry","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",531500
"Burundi","Beans, dry","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",590900
"Burundi","Beans, dry","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",869200
"Burundi","Beans, dry","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2011",1482682.1
"Burundi","Beans, dry","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2012",1482674.8
"Burundi","Beans, dry","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",669000
"Burundi","Beans, dry","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",471000
"Burundi","Beans, dry","Producer Price (US $/tonne)","US $/tonne","2005",491.410714
"Burundi","Beans, dry","Producer Price (US $/tonne)","US $/tonne","2006",574.728463
"Burundi","Beans, dry","Producer Price (US $/tonne)","US $/tonne","2007",803.423937
"Burundi","Beans, dry","Producer Price (US $/tonne)","US $/tonne","2011",1175.7
"Burundi","Beans, dry","Producer Price (US $/tonne)","US $/tonne","2012",1027.8
"Burundi","Beans, dry","Producer Price (US $/tonne)","US $/tonne","2013",430.2
"Burundi","Beans, dry","Producer Price (US $/tonne)","US $/tonne","2014",304.5
"Burundi","Cassava","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",280900
"Burundi","Cassava","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",363500
"Burundi","Cassava","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",348600
"Burundi","Cassava","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",375480
"Burundi","Cassava","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",402360
"Burundi","Cassava","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",429240
"Burundi","Cassava","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",456120
"Burundi","Cassava","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",483000
"Burundi","Cassava","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",493000
"Burundi","Cassava","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",346000
"Burundi","Cassava","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",280900
"Burundi","Cassava","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",363500
"Burundi","Cassava","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",348600
"Burundi","Cassava","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",375480
"Burundi","Cassava","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",402360
"Burundi","Cassava","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",429240
"Burundi","Cassava","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2011",456120
"Burundi","Cassava","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2012",483000
"Burundi","Cassava","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",493000
"Burundi","Cassava","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",346000
"Burundi","Cassava","Producer Price (US $/tonne)","US $/tonne","2005",259.712643
"Burundi","Cassava","Producer Price (US $/tonne)","US $/tonne","2006",353.551864
"Burundi","Cassava","Producer Price (US $/tonne)","US $/tonne","2007",322.219955
"Burundi","Cassava","Producer Price (US $/tonne)","US $/tonne","2008",316.676143
"Burundi","Cassava","Producer Price (US $/tonne)","US $/tonne","2009",327.074308
"Burundi","Cassava","Producer Price (US $/tonne)","US $/tonne","2010",348.762949
"Burundi","Cassava","Producer Price (US $/tonne)","US $/tonne","2011",361.7
"Burundi","Cassava","Producer Price (US $/tonne)","US $/tonne","2012",334.8
"Burundi","Cassava","Producer Price (US $/tonne)","US $/tonne","2013",317
"Burundi","Cassava","Producer Price (US $/tonne)","US $/tonne","2014",223.7
"Burundi","Cereals, nes","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",705000
"Burundi","Cereals, nes","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",750000
"Burundi","Cereals, nes","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",705000
"Burundi","Cereals, nes","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",750000
"Burundi","Cereals, nes","Producer Price (US $/tonne)","US $/tonne","2013",453.3
"Burundi","Cereals, nes","Producer Price (US $/tonne)","US $/tonne","2014",484.9
"Burundi","Coffee, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",1847750
"Burundi","Coffee, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",1977500
"Burundi","Coffee, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",200000
"Burundi","Coffee, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",250000
"Burundi","Coffee, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",300000
"Burundi","Coffee, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",300000
"Burundi","Coffee, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",490000
"Burundi","Coffee, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",630000
"Burundi","Coffee, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",465000
"Burundi","Coffee, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",400000
"Burundi","Coffee, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2015",500000
"Burundi","Coffee, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",1847750
"Burundi","Coffee, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",1977500
"Burundi","Coffee, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",200000
"Burundi","Coffee, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",250000
"Burundi","Coffee, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",300000
"Burundi","Coffee, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",300000
"Burundi","Coffee, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2011",490000
"Burundi","Coffee, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2012",630000
"Burundi","Coffee, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",465000
"Burundi","Coffee, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",400000
"Burundi","Coffee, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2015",500000
"Burundi","Coffee, green","Producer Price (US $/tonne)","US $/tonne","2005",1708.380332
"Burundi","Coffee, green","Producer Price (US $/tonne)","US $/tonne","2006",1923.380498
"Burundi","Coffee, green","Producer Price (US $/tonne)","US $/tonne","2007",184.865149
"Burundi","Coffee, green","Producer Price (US $/tonne)","US $/tonne","2008",210.847544
"Burundi","Coffee, green","Producer Price (US $/tonne)","US $/tonne","2009",243.866916
"Burundi","Coffee, green","Producer Price (US $/tonne)","US $/tonne","2010",243.753809
"Burundi","Coffee, green","Producer Price (US $/tonne)","US $/tonne","2011",388.6
"Burundi","Coffee, green","Producer Price (US $/tonne)","US $/tonne","2012",436.7
"Burundi","Coffee, green","Producer Price (US $/tonne)","US $/tonne","2013",299
"Burundi","Coffee, green","Producer Price (US $/tonne)","US $/tonne","2014",258.6
"Burundi","Coffee, green","Producer Price (US $/tonne)","US $/tonne","2015",318.1
"Burundi","Cotton lint","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",1349000
"Burundi","Cotton lint","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",2000000
"Burundi","Cotton lint","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",1642857.125
"Burundi","Cotton lint","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",1642857.125
"Burundi","Cotton lint","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",2142857.25
"Burundi","Cotton lint","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",2142857.25
"Burundi","Cotton lint","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",2500000
"Burundi","Cotton lint","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",2857142.9
"Burundi","Cotton lint","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",3571428.5
"Burundi","Cotton lint","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",1349000
"Burundi","Cotton lint","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",2000000
"Burundi","Cotton lint","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",1642857.125
"Burundi","Cotton lint","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",1642857.125
"Burundi","Cotton lint","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",2142857.25
"Burundi","Cotton lint","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",2142857.25
"Burundi","Cotton lint","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2011",2500000
"Burundi","Cotton lint","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2012",2857142.9
"Burundi","Cotton lint","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",3571428.5
"Burundi","Cotton lint","Producer Price (US $/tonne)","US $/tonne","2005",1247.249394
"Burundi","Cotton lint","Producer Price (US $/tonne)","US $/tonne","2006",1945.264727
"Burundi","Cotton lint","Producer Price (US $/tonne)","US $/tonne","2007",1518.535136
